ProteinID(Uniprot) DiseaseID(Uniprot) DiseaseID(OMIM) DiseaseID(MeSH) 
MYP0_HUMAN DI-00269 OMIM:118200 MeSH:D002607 
MYP0_HUMAN DI-00269 OMIM:118200 MeSH:D015417 
MYP0_HUMAN DI-01174 OMIM:103100 MeSH:D015845 
MYP2_HUMAN DI-05460 OMIM:618279 MeSH:D002607 
MYPC1_HUMAN DI-03302 OMIM:614335 MeSH:D001176 
MYPC1_HUMAN DI-05629 OMIM:618524 MeSH:D009135 
MYPC3_HUMAN DI-03872 OMIM:615396 MeSH:D002311 
MYPC3_HUMAN DI-00236 OMIM:115197 MeSH:D024741 
MYPC3_HUMAN DI-03871 OMIM:615396 MeSH:D056830 
MYPN_HUMAN DI-03730 OMIM:615248 MeSH:D002311 
MYPN_HUMAN DI-03732 OMIM:615248 MeSH:D002313 
MYPN_HUMAN DI-04947 OMIM:617336 MeSH:D017696 
MYPN_HUMAN DI-03731 OMIM:615248 MeSH:D024741 
MYPR_HUMAN DI-01052 OMIM:312920 MeSH:D015419 
MYPR_HUMAN DI-00648 OMIM:312080 MeSH:D020371 
MYPT1_HUMAN DI-05791 OMIM:618820 MeSH:D001927 
MYPT1_HUMAN DI-05791 OMIM:618820 MeSH:D014564 
MYSM1_HUMAN DI-05333 OMIM:618116 MeSH:D000080 
MYT1L_HUMAN DI-04498 OMIM:616521 MeSH:D008607 
NAA10_HUMAN DI-03266 OMIM:300855 MeSH:D001848 
NAA10_HUMAN DI-04013 OMIM:309800 MeSH:D008850 
NAA15_HUMAN DI-05151 OMIM:617787 MeSH:D008607 
NACC1_HUMAN DI-04969 OMIM:617393 MeSH:D065886 
NADE_HUMAN DI-05813 OMIM:618845 MeSH:D000015 
NAGS_HUMAN DI-02025 OMIM:237310 MeSH:D056806 
NAL12_HUMAN DI-01562 OMIM:611762 MeSH:D056587 
NALCN_HUMAN DI-04355 OMIM:616266 MeSH:D001176 
NALCN_HUMAN DI-03902 OMIM:615419 MeSH:D020271 
NALP7_HUMAN DI-01758 OMIM:231090 MeSH:D006828 
NANO1_HUMAN DI-03877 OMIM:615413 MeSH:D007248 
NAT8L_HUMAN DI-03149 OMIM:614063 MeSH:D000592 
NB5R3_HUMAN DI-01723 OMIM:250800 MeSH:D008708 
NBAS_HUMAN DI-03531 OMIM:614800 MeSH:D004392 
NBAS_HUMAN DI-03531 OMIM:614800 MeSH:D009896 
NBAS_HUMAN DI-03531 OMIM:614800 MeSH:D010381 
NBAS_HUMAN DI-04550 OMIM:616483 MeSH:D017093 
NBEA_HUMAN DI-06010 OMIM:619157 MeSH:D065886 
NBEL2_HUMAN DI-03181 OMIM:139090 MeSH:D055652 
NBN_HUMAN DI-02842 OMIM:609135 MeSH:D000741 
NBN_HUMAN DI-02602 OMIM:114480 MeSH:D001943 
NBN_HUMAN DI-02058 OMIM:251260 MeSH:D049932 
NCF1_HUMAN DI-00305 OMIM:233700 MeSH:D006105 
NCF2_HUMAN DI-00306 OMIM:233710 MeSH:D006105 
NCF4_HUMAN DI-03170 OMIM:613960 MeSH:D006105 
NCKPL_HUMAN DI-05896 OMIM:618982 MeSH:D007153 
NCKX1_HUMAN DI-03077 OMIM:613830 MeSH:D009755 
NCKX4_HUMAN DI-04153 OMIM:615887 MeSH:D000567 
NCKX5_HUMAN DI-03840 OMIM:113750 MeSH:D016115 
NCPR_HUMAN DI-00601 OMIM:613571 MeSH:D000312 
NCPR_HUMAN DI-00046 OMIM:201750 MeSH:D054882 
NDE1_HUMAN DI-04102 OMIM:605013 MeSH:D006832 
NDE1_HUMAN DI-04102 OMIM:605013 MeSH:D008831 
NDE1_HUMAN DI-03160 OMIM:614019 MeSH:D054082 
NDF1_HUMAN DI-02060 OMIM:125853 MeSH:D003924 
NDF2_HUMAN DI-05526 OMIM:618374 MeSH:D013036 
NDNF_HUMAN DI-05798 OMIM:618841 MeSH:D017436 
NDP_HUMAN DI-01127 OMIM:305390 MeSH:D012164 
NDRG1_HUMAN DI-00289 OMIM:601455 MeSH:D002607 
NDRG1_HUMAN DI-00289 OMIM:601455 MeSH:D015417 
NDST1_HUMAN DI-04283 OMIM:616116 MeSH:D008607 
NDUA1_HUMAN DI-05399 OMIM:301020 MeSH:D028361 
NDUA2_HUMAN DI-05410 OMIM:618235 MeSH:D028361 
NDUA4_HUMAN DI-05942 OMIM:619065 MeSH:D017237 
NDUA6_HUMAN DI-05428 OMIM:618253 MeSH:D028361 
NDUA8_HUMAN DI-06080 OMIM:619272 MeSH:D028361 
NDUA9_HUMAN DI-05422 OMIM:618247 MeSH:D028361 
NDUAA_HUMAN DI-05418 OMIM:618243 MeSH:D028361 
NDUAB_HUMAN DI-05411 OMIM:618236 MeSH:D028361 
NDUAC_HUMAN DI-05419 OMIM:618244 MeSH:D028361 
NDUAD_HUMAN DI-02876 OMIM:607464 MeSH:D013964 
NDUAD_HUMAN DI-05424 OMIM:618249 MeSH:D028361 
NDUB3_HUMAN DI-05421 OMIM:618246 MeSH:D028361 
NDUB8_HUMAN DI-05427 OMIM:618252 MeSH:D028361 
NDUB9_HUMAN DI-05420 OMIM:618245 MeSH:D028361 
NDUBA_HUMAN DI-05907 OMIM:619003 MeSH:D028361 
NDUBB_HUMAN DI-04409 OMIM:300952 MeSH:D005124 
NDUBB_HUMAN DI-04409 OMIM:300952 MeSH:D012868 
NDUBB_HUMAN DI-05400 OMIM:301021 MeSH:D028361 
NDUC2_HUMAN DI-06016 OMIM:619170 MeSH:D028361 
NDUF3_HUMAN DI-05415 OMIM:618240 MeSH:D028361 
NDUF4_HUMAN DI-05412 OMIM:618237 MeSH:D028361 
NDUF5_HUMAN DI-05413 OMIM:618238 MeSH:D028361 
NDUF6_HUMAN DI-05856 OMIM:618913 MeSH:D005198 
NDUF6_HUMAN DI-05414 OMIM:618239 MeSH:D028361 
NDUS1_HUMAN DI-05404 OMIM:618226 MeSH:D028361 
NDUS2_HUMAN DI-05405 OMIM:618228 MeSH:D028361 
NDUS3_HUMAN DI-05398 OMIM:618230 MeSH:D028361 
NDUS4_HUMAN DI-01981 OMIM:252010 MeSH:D028361 
NDUS6_HUMAN DI-05407 OMIM:618232 MeSH:D028361 
NDUS7_HUMAN DI-05402 OMIM:618224 MeSH:D028361 
NDUS8_HUMAN DI-05401 OMIM:618222 MeSH:D028361 
NDUV1_HUMAN DI-05403 OMIM:618225 MeSH:D028361 
NDUV2_HUMAN DI-05406 OMIM:618229 MeSH:D028361 
NEBU_HUMAN DI-06114 OMIM:619334 MeSH:D001176 
NEBU_HUMAN DI-02033 OMIM:256030 MeSH:D017696 
NECP1_HUMAN DI-04123 OMIM:615833 MeSH:D013036 
NED4L_HUMAN DI-04867 OMIM:617201 MeSH:D054091 
NEK10_HUMAN DI-05765 OMIM:618781 MeSH:D002925 
NEK1_HUMAN DI-05206 OMIM:617892 MeSH:D000690 
NEK1_HUMAN DI-03018 OMIM:263520 MeSH:D012779 
NEK2_HUMAN DI-03990 OMIM:615565 MeSH:D012174 
NEK8_HUMAN DI-03891 OMIM:615415 MeSH:D000015 
NEK8_HUMAN DI-03050 OMIM:613824 MeSH:D052177 
NEK9_HUMAN DI-04768 OMIM:614262 MeSH:D001176 
NEK9_HUMAN DI-04768 OMIM:614262 MeSH:D007873 
NEK9_HUMAN DI-04767 OMIM:617025 MeSH:D009506 
NEK9_HUMAN DI-04768 OMIM:614262 MeSH:D015835 
NEMF_HUMAN DI-05972 OMIM:619099 MeSH:D065886 
NEMO_HUMAN DI-00424 OMIM:300291 MeSH:D004476 
NEMO_HUMAN DI-02445 OMIM:300636 MeSH:D007153 
NEMO_HUMAN DI-00597 OMIM:308300 MeSH:D007184 
NEP1_HUMAN DI-02492 OMIM:211180 MeSH:D005317 
NEP_HUMAN DI-04343 OMIM:617017 MeSH:D002607 
NEP_HUMAN DI-04796 OMIM:617018 MeSH:D020754 
NET1_HUMAN DI-05444 OMIM:618264 MeSH:D020820 
NETR_HUMAN DI-00714 OMIM:249500 MeSH:D008607 
NEU2_HUMAN DI-01217 OMIM:125700 MeSH:D020790 
NEUS_HUMAN DI-01567 OMIM:604218 MeSH:D020271 
NEXN_HUMAN DI-02530 OMIM:613122 MeSH:D002311 
NEXN_HUMAN DI-03041 OMIM:613876 MeSH:D024741 
NF1_HUMAN DI-02396 OMIM:162200 MeSH:D009456 
NF1_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
NF1_HUMAN DI-01851 OMIM:607785 MeSH:D054429 
NF2L2_HUMAN DI-05121 OMIM:617744 MeSH:D007153 
NFASC_HUMAN DI-05508 OMIM:618356 MeSH:D000015 
NFASC_HUMAN DI-05508 OMIM:618356 MeSH:D065886 
NFH_HUMAN DI-00107 OMIM:105400 MeSH:D000690 
NFH_HUMAN DI-04709 OMIM:616924 MeSH:D002607 
NFIA_HUMAN DI-04979 OMIM:613735 MeSH:D001927 
NFIA_HUMAN DI-04979 OMIM:613735 MeSH:D007674 
NFIB_HUMAN DI-05465 OMIM:618286 MeSH:D008607 
NFIX_HUMAN DI-03505 OMIM:602535 MeSH:D001848 
NFIX_HUMAN DI-03505 OMIM:602535 MeSH:D019465 
NFIX_HUMAN DI-03506 OMIM:614753 MeSH:D058495 
NFKB1_HUMAN DI-04553 OMIM:616576 MeSH:D017074 
NFKB2_HUMAN DI-03979 OMIM:615577 MeSH:D017074 
NFL_HUMAN DI-00279 OMIM:607684 MeSH:D002607 
NFU1_HUMAN DI-03293 OMIM:605711 MeSH:D028361 
NGBR_HUMAN DI-05178 OMIM:617831 MeSH:D008607 
NGBR_HUMAN DI-04809 OMIM:617082 MeSH:D018981 
NGF_HUMAN DI-00549 OMIM:608654 MeSH:D000699 
NGF_HUMAN DI-00549 OMIM:608654 MeSH:D009477 
NGLY1_HUMAN DI-03774 OMIM:615273 MeSH:D002239 
NGN3_HUMAN DI-01408 OMIM:610370 MeSH:D003968 
NHLC1_HUMAN DI-00954 OMIM:254780 MeSH:D020192 
NHLC2_HUMAN DI-05458 OMIM:618278 MeSH:D020271 
NHP2_HUMAN DI-03167 OMIM:613987 MeSH:D019871 
NHRF1_HUMAN DI-01798 OMIM:612287 MeSH:D007015 
NHRF1_HUMAN DI-01798 OMIM:612287 MeSH:D010024 
NHRF1_HUMAN DI-01798 OMIM:612287 MeSH:D053040 
NHS_HUMAN DI-02922 OMIM:302200 MeSH:D002386 
NICA_HUMAN DI-02995 OMIM:142690 MeSH:D017497 
NIN_HUMAN DI-03545 OMIM:614851 MeSH:D004392 
NIN_HUMAN DI-03545 OMIM:614851 MeSH:D008831 
NIPA1_HUMAN DI-01037 OMIM:600363 MeSH:D015419 
NIPA4_HUMAN DI-00583 OMIM:612281 MeSH:D017490 
NIPBL_HUMAN DI-00379 OMIM:122470 MeSH:D003635 
NK3R_HUMAN DI-03571 OMIM:614840 MeSH:D007006 
NKAP_HUMAN DI-05781 OMIM:301039 MeSH:D038901 
NKX21_HUMAN DI-01345 OMIM:610978 MeSH:D001264 
NKX21_HUMAN DI-01272 OMIM:118700 MeSH:D002819 
NKX21_HUMAN DI-01345 OMIM:610978 MeSH:D003409 
NKX21_HUMAN DI-01345 OMIM:610978 MeSH:D012127 
NKX21_HUMAN DI-02698 OMIM:188550 MeSH:D013964 
NKX25_HUMAN DI-01404 OMIM:225250 MeSH:D003409 
NKX25_HUMAN DI-01424 OMIM:217095 MeSH:D004310 
NKX25_HUMAN DI-00153 OMIM:108900 MeSH:D006344 
NKX25_HUMAN DI-03331 OMIM:614432 MeSH:D006345 
NKX25_HUMAN DI-02362 OMIM:187500 MeSH:D013771 
NKX25_HUMAN DI-01424 OMIM:217095 MeSH:D014339 
NKX25_HUMAN DI-03342 OMIM:614435 MeSH:D018636 
NKX26_HUMAN DI-01424 OMIM:217095 MeSH:D004310 
NKX26_HUMAN DI-01424 OMIM:217095 MeSH:D014339 
NKX32_HUMAN DI-02858 OMIM:613330 MeSH:D001848 
NKX62_HUMAN DI-05033 OMIM:617560 MeSH:D020279 
NLGN1_HUMAN DI-05821 OMIM:618830 MeSH:D001321 
NLGN3_HUMAN DI-02431 OMIM:300425 MeSH:D001321 
NLGN3_HUMAN DI-02429 OMIM:300494 MeSH:D020817 
NLGNX_HUMAN DI-02432 OMIM:300495 MeSH:D001321 
NLGNX_HUMAN DI-02430 OMIM:300497 MeSH:D020817 
NLRC4_HUMAN DI-04246 OMIM:616050 MeSH:D004760 
NLRC4_HUMAN DI-04279 OMIM:616115 MeSH:D056587 
NLRC4_HUMAN DI-04246 OMIM:616050 MeSH:D056660 
NMDE1_HUMAN DI-03169 OMIM:245570 MeSH:D001037 
NMDE1_HUMAN DI-03169 OMIM:245570 MeSH:D004827 
NMDE2_HUMAN DI-03128 OMIM:613970 MeSH:D008607 
NMDE2_HUMAN DI-04289 OMIM:616139 MeSH:D013036 
NMDE4_HUMAN DI-04845 OMIM:617162 MeSH:D013036 
NMDZ1_HUMAN DI-05176 OMIM:614254 MeSH:D008607 
NMNA1_HUMAN DI-06074 OMIM:619260 MeSH:D002493 
NMNA1_HUMAN DI-06074 OMIM:619260 MeSH:D006319 
NMNA1_HUMAN DI-06074 OMIM:619260 MeSH:D010009 
NMNA1_HUMAN DI-03534 OMIM:608553 MeSH:D057130 
NNRD_HUMAN DI-05478 OMIM:618321 MeSH:D020271 
NNRE_HUMAN DI-04879 OMIM:617186 MeSH:D020271 
NNTM_HUMAN DI-03501 OMIM:614736 MeSH:D000309 
NOBOX_HUMAN DI-02195 OMIM:611548 MeSH:D016649 
NOD2_HUMAN DI-01452 OMIM:266600 MeSH:D003093 
NOD2_HUMAN DI-01452 OMIM:266600 MeSH:D003424 
NOD2_HUMAN DI-01286 OMIM:186580 MeSH:D007592 
NOD2_HUMAN DI-01286 OMIM:186580 MeSH:D014605 
NOD2_HUMAN DI-04941 OMIM:617321 MeSH:D056660 
NODAL_HUMAN DI-01030 OMIM:270100 MeSH:D059446 
NOGG_HUMAN DI-02350 OMIM:185800 MeSH:D007592 
NOGG_HUMAN DI-02339 OMIM:184460 MeSH:D009140 
NOGG_HUMAN DI-02010 OMIM:186500 MeSH:D013580 
NOGG_HUMAN DI-02844 OMIM:611377 MeSH:D059327 
NOL3_HUMAN DI-03616 OMIM:614937 MeSH:D009207 
NONO_HUMAN DI-04618 OMIM:300967 MeSH:D038901 
NOP10_HUMAN DI-00408 OMIM:224230 MeSH:D019871 
NOP56_HUMAN DI-03245 OMIM:614153 MeSH:D020754 
NOTC1_HUMAN DI-01186 OMIM:109730 MeSH:D001024 
NOTC1_HUMAN DI-04227 OMIM:616028 MeSH:D004476 
NOTC1_HUMAN DI-04227 OMIM:616028 MeSH:D017880 
NOTC2_HUMAN DI-00072 OMIM:610205 MeSH:D016738 
NOTC2_HUMAN DI-02985 OMIM:102500 MeSH:D031845 
NOTC3_HUMAN DI-04541 OMIM:130720 MeSH:D008588 
NOTC3_HUMAN DI-03816 OMIM:615293 MeSH:D018224 
NOTC3_HUMAN DI-01334 OMIM:125310 MeSH:D046589 
NOVA2_HUMAN DI-05826 OMIM:618859 MeSH:D065886 
NPC1_HUMAN DI-02055 OMIM:257220 MeSH:D052556 
NPC2_HUMAN DI-02056 OMIM:607625 MeSH:D052556 
NPHN_HUMAN DI-01414 OMIM:256300 MeSH:D009404 
NPHP1_HUMAN DI-00607 OMIM:609583 MeSH:D002526 
NPHP1_HUMAN DI-00607 OMIM:609583 MeSH:D005124 
NPHP1_HUMAN DI-00803 OMIM:256100 MeSH:D052177 
NPHP1_HUMAN DI-01009 OMIM:266900 MeSH:D057130 
NPHP3_HUMAN DI-02259 OMIM:208540 MeSH:D000015 
NPHP3_HUMAN DI-02861 OMIM:267010 MeSH:D002925 
NPHP3_HUMAN DI-02861 OMIM:267010 MeSH:D004677 
NPHP3_HUMAN DI-02861 OMIM:267010 MeSH:D007690 
NPHP3_HUMAN DI-00805 OMIM:604387 MeSH:D052177 
NPHP4_HUMAN DI-00806 OMIM:606966 MeSH:D052177 
NPHP4_HUMAN DI-01010 OMIM:606996 MeSH:D057130 
NPRL2_HUMAN DI-04832 OMIM:617116 MeSH:D004828 
NPRL3_HUMAN DI-04831 OMIM:617118 MeSH:D004828 
NPSR1_HUMAN DI-02880 OMIM:608584 MeSH:D001249 
NPT2A_HUMAN DI-02851 OMIM:613388 MeSH:D005198 
NPT2A_HUMAN DI-04726 OMIM:616963 MeSH:D006934 
NPT2A_HUMAN DI-01797 OMIM:612286 MeSH:D007015 
NPT2A_HUMAN DI-01797 OMIM:612286 MeSH:D010024 
NPT2A_HUMAN DI-01797 OMIM:612286 MeSH:D053040 
NR0B1_HUMAN DI-02426 OMIM:300200 MeSH:D000309 
NR0B1_HUMAN DI-02751 OMIM:300018 MeSH:D058490 
NR0B2_HUMAN DI-01221 OMIM:601665 MeSH:D009765 
NR1H4_HUMAN DI-04774 OMIM:617049 MeSH:D002780 
NR2E3_HUMAN DI-00993 OMIM:611131 MeSH:D012174 
NR4A3_HUMAN DI-02610 OMIM:612219 MeSH:D012512 
NRAM2_HUMAN DI-01787 OMIM:206100 MeSH:D000747 
NRIP1_HUMAN DI-05447 OMIM:618270 MeSH:D014564 
NRL_HUMAN DI-03088 OMIM:613750 MeSH:D012162 
NRL_HUMAN DI-00989 OMIM:613750 MeSH:D012174 
NRX1A_HUMAN DI-03303 OMIM:614332 MeSH:D012559 
NS1BP_HUMAN DI-05887 OMIM:618969 MeSH:D007153 
NSD1_HUMAN DI-00179 OMIM:130650 MeSH:D001506 
NSD1_HUMAN DI-02318 OMIM:117550 MeSH:D058495 
NSDHL_HUMAN DI-00357 OMIM:308050 MeSH:D008052 
NSDHL_HUMAN DI-00357 OMIM:308050 MeSH:D016113 
NSDHL_HUMAN DI-00357 OMIM:308050 MeSH:D017880 
NSDHL_HUMAN DI-03007 OMIM:300831 MeSH:D038901 
NSE2_HUMAN DI-04892 OMIM:617253 MeSH:D004392 
NSE2_HUMAN DI-04892 OMIM:617253 MeSH:D008831 
NSF_HUMAN DI-06117 OMIM:619340 MeSH:D013036 
NSMA3_HUMAN DI-05678 OMIM:618622 MeSH:D065886 
NSUN2_HUMAN DI-03476 OMIM:611091 MeSH:D008607 
NSUN3_HUMAN DI-05913 OMIM:619012 MeSH:D028361 
NTCP2_HUMAN DI-02198 OMIM:613291 MeSH:D045602 
NTCP7_HUMAN DI-05512 OMIM:618363 MeSH:D000567 
NTCP7_HUMAN DI-05512 OMIM:618363 MeSH:D001848 
NTCP_HUMAN DI-06067 OMIM:619256 MeSH:D008286 
NTCP_HUMAN DI-06067 OMIM:619256 MeSH:D043202 
NTF4_HUMAN DI-02594 OMIM:613100 MeSH:D005902 
NTNG2_HUMAN DI-05720 OMIM:618718 MeSH:D065886 
NTRK2_HUMAN DI-03120 OMIM:613886 MeSH:D002658 
NTRK2_HUMAN DI-03120 OMIM:613886 MeSH:D006963 
NTRK2_HUMAN DI-03120 OMIM:613886 MeSH:D009765 
NTRK2_HUMAN DI-05170 OMIM:617830 MeSH:D013036 
NU107_HUMAN DI-05499 OMIM:618348 MeSH:D008831 
NU107_HUMAN DI-04623 OMIM:616730 MeSH:D009404 
NU107_HUMAN DI-05499 OMIM:618348 MeSH:D009422 
NU107_HUMAN DI-05300 OMIM:618078 MeSH:D023961 
NU133_HUMAN DI-05500 OMIM:618349 MeSH:D008831 
NU133_HUMAN DI-05379 OMIM:618177 MeSH:D009404 
NU133_HUMAN DI-05500 OMIM:618349 MeSH:D009422 
NU155_HUMAN DI-04082 OMIM:615770 MeSH:D001281 
NU160_HUMAN DI-05380 OMIM:618178 MeSH:D009404 
NU188_HUMAN DI-05785 OMIM:618804 MeSH:D000015 
NU1M_HUMAN DI-02761 OMIM:502500 MeSH:D000544 
NU1M_HUMAN DI-02060 OMIM:125853 MeSH:D003924 
NU1M_HUMAN DI-00640 OMIM:535000 MeSH:D029242 
NU205_HUMAN DI-04700 OMIM:616893 MeSH:D009404 
NU214_HUMAN DI-05581 OMIM:618426 MeSH:D004684 
NU2M_HUMAN DI-02761 OMIM:502500 MeSH:D000544 
NU2M_HUMAN DI-01886 OMIM:256000 MeSH:D007888 
NU2M_HUMAN DI-00640 OMIM:535000 MeSH:D029242 
NU3M_HUMAN DI-01886 OMIM:256000 MeSH:D007888 
NU3M_HUMAN DI-05429 OMIM:500014 MeSH:D028361 
NU4LM_HUMAN DI-00640 OMIM:535000 MeSH:D029242 
NU4M_HUMAN DI-00641 OMIM:500001 MeSH:D029242 
NU5M_HUMAN DI-01886 OMIM:256000 MeSH:D007888 
NU5M_HUMAN DI-00640 OMIM:535000 MeSH:D029242 
NU6M_HUMAN DI-01886 OMIM:256000 MeSH:D007888 
NU6M_HUMAN DI-00641 OMIM:500001 MeSH:D029242 
NUBPL_HUMAN DI-05417 OMIM:618242 MeSH:D028361 
NUP37_HUMAN DI-05381 OMIM:618179 MeSH:D008831 
NUP85_HUMAN DI-05378 OMIM:618176 MeSH:D009404 
NUP88_HUMAN DI-05537 OMIM:618393 MeSH:D001176 
NUP88_HUMAN DI-05537 OMIM:618393 MeSH:D005317 
NUP93_HUMAN DI-04699 OMIM:616892 MeSH:D009404 
NXN_HUMAN DI-05633 OMIM:618529 MeSH:D004392 
NXN_HUMAN DI-05633 OMIM:618529 MeSH:D014564 
NXN_HUMAN DI-05633 OMIM:618529 MeSH:D017880 
NXN_HUMAN DI-05633 OMIM:618529 MeSH:D019465 
NYX_HUMAN DI-00375 OMIM:310500 MeSH:D009755 
OAT_HUMAN DI-01775 OMIM:258870 MeSH:D015799 
OBSL1_HUMAN DI-02472 OMIM:612921 MeSH:D004392 
OCLN_HUMAN DI-02925 OMIM:251290 MeSH:D009422 
OCRL_HUMAN DI-00386 OMIM:300555 MeSH:D015499 
ODB2_HUMAN DI-01934 OMIM:248600 MeSH:D008375 
ODBA_HUMAN DI-01934 OMIM:248600 MeSH:D008375 
ODBB_HUMAN DI-01934 OMIM:248600 MeSH:D008375 
ODC_HUMAN DI-05790 OMIM:618811 MeSH:D028361 
ODO2_HUMAN DI-05591 OMIM:618475 MeSH:D010235 
ODPA_HUMAN DI-02238 OMIM:312170 MeSH:D015325 
ODPB_HUMAN DI-03205 OMIM:614111 MeSH:D015325 
ODPX_HUMAN DI-01872 OMIM:245349 MeSH:D000140 
OFD1_HUMAN DI-02750 OMIM:300209 MeSH:D001848 
OFD1_HUMAN DI-02504 OMIM:300804 MeSH:D002526 
OFD1_HUMAN DI-02504 OMIM:300804 MeSH:D005124 
OFD1_HUMAN DI-02099 OMIM:311200 MeSH:D009958 
OFD1_HUMAN DI-04060 OMIM:300424 MeSH:D012174 
OFD1_HUMAN DI-02504 OMIM:300804 MeSH:D052177 
OFUT1_HUMAN DI-03821 OMIM:615327 MeSH:D017444 
OFUT1_HUMAN DI-03821 OMIM:615327 MeSH:D017495 
OGG1_HUMAN DI-02254 OMIM:144700 MeSH:D002292 
OGT1_HUMAN DI-05009 OMIM:300997 MeSH:D038901 
OPA1_HUMAN DI-04690 OMIM:210000 MeSH:D001259 
OPA1_HUMAN DI-02096 OMIM:125250 MeSH:D002493 
OPA1_HUMAN DI-04690 OMIM:210000 MeSH:D008607 
OPA1_HUMAN DI-04690 OMIM:210000 MeSH:D009896 
OPA1_HUMAN DI-04690 OMIM:210000 MeSH:D013035 
OPA1_HUMAN DI-04691 OMIM:616896 MeSH:D017240 
OPA1_HUMAN DI-02096 OMIM:125250 MeSH:D029241 
OPA3_HUMAN DI-02098 OMIM:165300 MeSH:D015418 
OPCM_HUMAN DI-01655 OMIM:167000 MeSH:D010051 
OPHN1_HUMAN DI-00719 OMIM:300486 MeSH:D038901 
OPLA_HUMAN DI-03412 OMIM:260005 MeSH:D000592 
OPSB_HUMAN DI-02393 OMIM:190900 MeSH:D003117 
OPSD_HUMAN DI-00371 OMIM:610445 MeSH:D009755 
OPSD_HUMAN DI-00974 OMIM:613731 MeSH:D012174 
OPSG_HUMAN DI-02866 OMIM:303700 MeSH:D003117 
OPSG_HUMAN DI-02905 OMIM:303700 MeSH:D058499 
OPSR_HUMAN DI-02866 OMIM:303700 MeSH:D003117 
OPSR_HUMAN DI-02905 OMIM:303700 MeSH:D058499 
OPTN_HUMAN DI-02705 OMIM:613435 MeSH:D000690 
OPTN_HUMAN DI-00879 OMIM:606657 MeSH:D005901 
OPTN_HUMAN DI-00938 OMIM:137760 MeSH:D005902 
OPTN_HUMAN DI-02705 OMIM:613435 MeSH:D057180 
ORC1_HUMAN DI-03043 OMIM:224690 MeSH:D006130 
ORC1_HUMAN DI-03043 OMIM:224690 MeSH:D008844 
ORC4_HUMAN DI-03044 OMIM:613800 MeSH:D006130 
ORC4_HUMAN DI-03044 OMIM:613800 MeSH:D008844 
ORC6_HUMAN DI-03045 OMIM:613803 MeSH:D006130 
ORC6_HUMAN DI-03045 OMIM:613803 MeSH:D008844 
OREX_HUMAN DI-02029 OMIM:161400 MeSH:D009290 
ORML3_HUMAN DI-02482 OMIM:600807 MeSH:D001249 
ORNT1_HUMAN DI-01776 OMIM:238970 MeSH:D056806 
OSBL2_HUMAN DI-04416 OMIM:616340 MeSH:D006319 
OSGEP_HUMAN DI-05106 OMIM:617729 MeSH:D008831 
OSGEP_HUMAN DI-05106 OMIM:617729 MeSH:D009404 
OSGEP_HUMAN DI-05106 OMIM:617729 MeSH:D009422 
OSMR_HUMAN DI-00105 OMIM:105250 MeSH:D028226 
OST48_HUMAN DI-03397 OMIM:614507 MeSH:D018981 
OSTM1_HUMAN DI-00889 OMIM:259720 MeSH:D010022 
OTC_HUMAN DI-00883 OMIM:311250 MeSH:D020163 
OTC_HUMAN DI-00883 OMIM:311250 MeSH:D022124 
OTOAN_HUMAN DI-00866 OMIM:607039 MeSH:D006319 
OTOF_HUMAN DI-02064 OMIM:601071 MeSH:D006319 
OTOGL_HUMAN DI-03565 OMIM:614944 MeSH:D006319 
OTU6B_HUMAN DI-04997 OMIM:617452 MeSH:D065886 
OTUD5_HUMAN DI-06024 OMIM:301056 MeSH:D065886 
OTX2_HUMAN DI-03174 OMIM:613986 MeSH:D007018 
OTX2_HUMAN DI-00763 OMIM:610125 MeSH:D008850 
OTX2_HUMAN DI-04439 OMIM:610125 MeSH:D058499 
OVOL2_HUMAN DI-02640 OMIM:122000 MeSH:D003317 
OXDA_HUMAN DI-03626 OMIM:181500 MeSH:D012559 
OXR1_HUMAN DI-05744 OMIM:213000 MeSH:D065886 
P2R3C_HUMAN DI-05555 OMIM:618420 MeSH:D007248 
P2R3C_HUMAN DI-05558 OMIM:618419 MeSH:D009135 
P2R3C_HUMAN DI-05558 OMIM:618419 MeSH:D058490 
P2R3C_HUMAN DI-05558 OMIM:618419 MeSH:D058499 
P2RX2_HUMAN DI-03966 OMIM:608224 MeSH:D003638 
P2Y12_HUMAN DI-02867 OMIM:609821 MeSH:D001791 
P2Y12_HUMAN DI-02867 OMIM:609821 MeSH:D006470 
P3C2A_HUMAN DI-05573 OMIM:618440 MeSH:D000015 
P3H1_HUMAN DI-02105 OMIM:610915 MeSH:D010013 
P3H2_HUMAN DI-03289 OMIM:614292 MeSH:D009216 
P4HA2_HUMAN DI-04910 OMIM:617238 MeSH:D009216 
P4HTM_HUMAN DI-05609 OMIM:618493 MeSH:D065886 
P53_HUMAN DI-05371 OMIM:618165 MeSH:D000080 
P53_HUMAN DI-03503 OMIM:614740 MeSH:D002280 
P53_HUMAN DI-01696 OMIM:275355 MeSH:D002294 
P53_HUMAN DI-01537 OMIM:133239 MeSH:D004938 
P53_HUMAN DI-02205 OMIM:211980 MeSH:D008175 
P53_HUMAN DI-01904 OMIM:151623 MeSH:D016864 
P53_HUMAN DI-02740 OMIM:202300 MeSH:D018268 
P53_HUMAN DI-01346 OMIM:260500 MeSH:D020288 
